image_id,relative_path,subject_id,true_label,spoof_type,illumination,environment,xai_method,perturbation,severity,target_class,original_prediction,shifted_prediction,original_confidence,shifted_confidence,confidence_delta,prediction_unchanged,cosine_similarity,spearman_correlation,top10_iou,top20_iou,heatmap_status,requested_backend,actual_backend,runtime_ms
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,brightness,1,1,1,1,0.9995126724243164,0.9995191097259521,6.4373016357421875e-06,True,0.9902442544824858,0.9727800903448156,0.8465501379944802,0.6872898453261601,ok,cuda,cuda,8.422265999797673
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,brightness,1,1,1,1,0.9995126724243164,0.9995191097259521,6.4373016357421875e-06,True,0.8671554512203985,0.775091339697687,0.5329158393157172,0.5898613861386138,ok,cuda,cuda,47.93769800016889
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,brightness,2,1,1,1,0.9995126724243164,0.9934908747673035,-0.0060217976570129395,True,0.9510794503918442,0.9329157573030507,0.7108762359359018,0.6172749979856579,ok,cuda,cuda,8.940460999838251
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,brightness,2,1,1,1,0.9995126724243164,0.9934908747673035,-0.0060217976570129395,True,0.6730561204200327,0.499221380514568,0.2801020408163265,0.3511039310716209,ok,cuda,cuda,56.75024799984385
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,brightness,3,1,1,0,0.9995126724243164,0.8155438303947449,-0.18396884202957153,False,0.8113172014731858,0.7973859170686969,0.4663939216832262,0.5216435448411796,ok,cuda,cuda,9.54388599984668
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,brightness,3,1,1,0,0.9995126724243164,0.8155438303947449,-0.18396884202957153,False,0.6295568264938135,0.3504796895084516,0.20697534576067347,0.2723930269413629,ok,cuda,cuda,56.72900000035952
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,blur,1,1,1,1,0.9995126724243164,0.9991883635520935,-0.0003243088722229004,True,0.9936810402872064,0.9777261482207015,0.8050359712230216,0.8758878504672897,ok,cuda,cuda,8.992661999855045
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,blur,1,1,1,1,0.9995126724243164,0.9991883635520935,-0.0003243088722229004,True,0.9727388941356727,0.9111022748347094,0.7675237759774568,0.755312636641889,ok,cuda,cuda,56.376027000169415
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,blur,2,1,1,1,0.9995126724243164,0.9979593753814697,-0.0015532970428466797,True,0.8955822300517767,0.8372281760394471,0.4758823529411765,0.5479293591424385,ok,cuda,cuda,8.884741999736434
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,blur,2,1,1,1,0.9995126724243164,0.9979593753814697,-0.0015532970428466797,True,0.8844439559132037,0.7263087220515886,0.5187651331719129,0.5115596053919723,ok,cuda,cuda,56.20861099987451
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,blur,3,1,1,0,0.9995126724243164,0.9262769818305969,-0.07323569059371948,False,0.5374705951788809,0.37759993281372534,0.10821554770318022,0.2842792245185233,ok,cuda,cuda,8.900889999949868
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,blur,3,1,1,0,0.9995126724243164,0.9262769818305969,-0.07323569059371948,False,0.6777923086489946,0.557021944186682,0.26048731474503894,0.3063455906280508,ok,cuda,cuda,56.68590100003712
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,jpeg,1,1,1,0,0.9995126724243164,0.9641623497009277,-0.03535032272338867,False,0.885835049473142,0.9118616200140326,0.38983520288048745,0.6460554371002132,ok,cuda,cuda,8.96164999994653
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,jpeg,1,1,1,0,0.9995126724243164,0.9641623497009277,-0.03535032272338867,False,0.6404334610860678,0.6011436390087445,0.28288380416719927,0.3307697407677518,ok,cuda,cuda,56.42588599994269
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,jpeg,2,1,1,0,0.9995126724243164,0.7378777861595154,-0.261634886264801,False,0.751873121859433,0.7450825603631721,0.3139565331238544,0.6757388545667057,ok,cuda,cuda,8.893679000266275
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,jpeg,2,1,1,0,0.9995126724243164,0.7378777861595154,-0.261634886264801,False,0.6513648641936297,0.5888647058260938,0.28403275332650973,0.3347519616970342,ok,cuda,cuda,56.223816000056104
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,gradcam,jpeg,3,1,1,0,0.9995126724243164,0.6174715757369995,-0.3820410966873169,False,0.6235878449633755,0.6311954389004482,0.285677683832949,0.5492435937017598,ok,cuda,cuda,8.87384799989377
0008c7920d2314716b18aeec794b9c660038f09d999037db881935ca9307d92f,Data/test/6677/spoof/536511.png,6677,1,face_mask,normal,indoor,integrated_gradients,jpeg,3,1,1,0,0.9995126724243164,0.6174715757369995,-0.3820410966873169,False,0.620216736825981,0.570773424115811,0.2681324235531969,0.32287616160284716,ok,cuda,cuda,56.25739600009183
0032224fe8c451bc550a770014e66ba230c13fdeb587583721b2b9701600973d,Data/test/10068/spoof/532625.png,10068,1,three_d_mask,normal,outdoor,gradcam,brightness,1,0,0,0,0.23492811620235443,0.46116018295288086,0.22623206675052643,True,0.9902065535613984,0.9764458034811639,0.8424821002386634,0.802118872328964,ok,cuda,cuda,7.572131999950216
